"Survey Date","Hospital Region","Hospital Region Code","Facility Type","Facility Filter","All Beds","Inpatient Beds","Inpatient Beds Used","Inpatient Beds Available","ICU Beds","ICU Beds Used","ICU Beds Available","Vents","Vents Used","Vents Available","Pos COVID","PUI Pending","Pos COVID PUI Pending","All Beds (Imputed)","Inpatient Beds (Imputed)","Inpatient Beds Used (Imputed)","Inpatient Beds Available (Imputed)","ICU Beds (Imputed)","ICU Beds Used (Imputed)","ICU Beds Available (Imputed)","Vents (Imputed)","Vents Used (Imputed)","Vents Available (Imputed)","Pos COVID (Imputed)","PUI Pending (Imputed)","Pos COVID PUI Pending (Imputed)"
04/17/2020,Southeast,5,GACH,1,81,56,22,34,9,6,3,15,0,15,,,,81,56,22,34,9,6,3,15,0,15,,,
04/17/2020,Southwest,1,CAH,1,26,12,2,10,0,0,0,2,0,2,,,,26,12,2,10,0,0,0,2,0,2,,,
04/17/2020,Southwest,1,GACH,1,62,45,9,36,8,0,8,4,0,4,,,,62,45,9,36,8,0,8,4,0,4,,,
04/18/2020,Anchorage,7,GACH,1,865,824,221,603,149,46,103,182,16,166,,,,865,824,221,603,149,46,103,182,16,166,,,
04/18/2020,Anchorage,7,LTACH,0,56,30,26,4,11,5,6,24,0,24,,,,56,30,26,4,11,5,6,24,0,24,,,
04/18/2020,Anchorage,7,Psych,0,116,86,61,25,0,0,0,0,0,0,,,,116,86,61,25,0,0,0,0,0,0,,,
04/18/2020,Gulf Coast,4,CAH,1,140,94,19,77,4,0,4,16,0,16,,,,140,107,19,88,4,0,4,16,0,16,,,
04/18/2020,Gulf Coast,4,GACH,1,49,43,22,21,6,4,2,9,1,8,,,,49,43,22,21,6,4,2,9,1,8,,,
04/18/2020,Interior,6,GACH,1,94,81,34,47,13,8,5,15,3,12,,,,94,81,34,47,13,8,5,15,3,12,,,
04/18/2020,Matanuska-Susitna,3,GACH,1,192,125,38,87,14,3,11,17,0,17,,,,192,125,38,87,14,3,11,17,0,17,,,
04/18/2020,Northern,2,CAH,1,84,52,10,42,0,0,0,16,0,16,,,,135,95,12,83,8,0,8,29,0,29,,,
04/18/2020,Southeast,5,CAH,1,67,63,22,41,12,3,9,22,0,22,,,,79,75,25,50,12,3,9,25,0,25,,,
04/18/2020,Southeast,5,GACH,1,57,46,15,31,9,3,6,15,0,15,,,,57,46,15,31,9,3,6,15,0,15,,,
04/18/2020,Southwest,1,CAH,1,26,12,0,12,0,0,0,2,0,2,,,,26,12,0,12,0,0,0,2,0,2,,,
04/18/2020,Southwest,1,GACH,1,,,,,,,,,,,,,,62,45,9,36,8,0,8,4,0,4,,,
04/19/2020,Anchorage,7,GACH,1,464,824,225,599,149,39,110,182,15,167,,,,865,824,225,599,149,39,110,182,15,167,,,
04/19/2020,Anchorage,7,LTACH,0,56,30,27,3,11,5,6,24,0,24,,,,56,30,27,3,11,5,6,24,0,24,,,
04/19/2020,Anchorage,7,Psych,0,116,86,62,24,0,0,0,0,0,0,,,,116,86,62,24,0,0,0,0,0,0,,,
04/19/2020,Gulf Coast,4,CAH,1,140,107,19,88,4,0,4,16,0,16,,,,140,107,19,88,4,0,4,16,0,16,,,
04/19/2020,Gulf Coast,4,GACH,1,49,43,19,24,6,2,4,9,1,8,,,,49,43,19,24,6,2,4,9,1,8,,,
04/19/2020,Interior,6,GACH,1,94,81,38,43,13,10,3,15,4,11,,,,94,81,38,43,13,10,3,15,4,11,,,
04/19/2020,Matanuska-Susitna,3,GACH,1,192,125,44,81,14,8,6,17,2,15,,,,192,125,44,81,14,8,6,17,2,15,,,
04/19/2020,Northern,2,CAH,1,84,52,6,46,0,0,0,16,0,16,,,,135,95,8,87,8,0,8,29,0,29,,,
04/19/2020,Southeast,5,CAH,1,79,75,33,42,12,3,9,25,0,25,,,,79,75,33,42,12,3,9,25,0,25,,,
04/19/2020,Southeast,5,GACH,1,57,46,17,29,9,3,6,15,0,15,,,,57,46,17,29,9,3,6,15,0,15,,,
04/19/2020,Southwest,1,CAH,1,26,12,1,11,0,0,0,2,0,2,,,,26,12,1,11,0,0,0,2,0,2,,,
04/19/2020,Southwest,1,GACH,1,62,45,8,37,8,0,8,4,0,4,,,,62,45,8,37,8,0,8,4,0,4,,,
04/20/2020,Anchorage,7,GACH,1,464,824,240,584,149,46,103,183,13,170,,,,865,824,240,584,149,46,103,183,13,170,,,
04/20/2020,Anchorage,7,LTACH,0,56,30,27,3,11,5,6,24,0,24,,,,56,30,27,3,11,5,6,24,0,24,,,
04/20/2020,Anchorage,7,Psych,0,116,86,63,23,0,0,0,0,0,0,,,,116,86,63,23,0,0,0,0,0,0,,,
04/20/2020,Gulf Coast,4,CAH,1,130,96,19,79,4,1,3,17,0,17,,,,130,109,19,90,4,1,3,17,0,17,,,
04/20/2020,Gulf Coast,4,GACH,1,49,43,23,20,6,4,2,9,1,8,,,,49,43,23,20,6,4,2,9,1,8,,,
04/20/2020,Interior,6,GACH,1,81,,33,,13,9,4,16,2,14,,,,81,81,33,43,13,9,4,16,2,14,,,
04/20/2020,Matanuska-Susitna,3,GACH,1,192,125,50,75,14,7,7,17,1,16,,,,192,125,50,75,14,7,7,17,1,16,,,
04/20/2020,Northern,2,CAH,1,135,95,14,81,8,0,8,29,0,29,,,,135,95,14,81,8,0,8,29,0,29,,,
04/20/2020,Southeast,5,CAH,1,79,75,29,46,12,2,10,25,0,25,,,,79,75,29,46,12,2,10,25,0,25,,,
04/20/2020,Southeast,5,GACH,1,81,56,9,47,9,2,7,15,0,15,,,,81,56,9,47,9,2,7,15,0,15,,,
04/20/2020,Southwest,1,CAH,1,26,12,2,10,0,0,0,2,0,2,,,,26,12,2,10,0,0,0,2,0,2,,,
04/20/2020,Southwest,1,GACH,1,62,45,12,33,8,0,8,4,0,4,,,,62,45,12,33,8,0,8,4,0,4,,,
04/21/2020,Anchorage,7,GACH,1,464,824,246,578,149,35,114,180,16,164,,,,865,824,246,578,149,35,114,180,16,164,,,
04/21/2020,Anchorage,7,LTACH,0,56,30,29,1,11,5,6,24,0,24,,,,56,30,29,1,11,5,6,24,0,24,,,
04/21/2020,Anchorage,7,Psych,0,116,86,55,31,0,0,0,0,0,0,,,,116,86,55,31,0,0,0,0,0,0,,,
04/21/2020,Gulf Coast,4,CAH,1,130,96,24,74,4,1,3,17,0,17,,,,130,109,24,85,4,1,3,17,0,17,,,
04/21/2020,Gulf Coast,4,GACH,1,49,43,25,18,6,2,4,9,0,9,,,,49,43,25,18,6,2,4,9,0,9,,,
04/21/2020,Interior,6,GACH,1,81,,31,,13,9,4,16,3,13,,,,81,81,31,43,13,9,4,16,3,13,,,
04/21/2020,Matanuska-Susitna,3,GACH,1,112,102,63,39,12,8,4,39,1,38,,,,112,102,63,39,12,8,4,39,1,38,,,
04/21/2020,Northern,2,CAH,1,135,95,13,82,8,0,8,29,0,29,,,,135,95,13,82,8,0,8,29,0,29,,,
04/21/2020,Southeast,5,CAH,1,81,77,19,58,12,3,9,25,0,25,,,,81,77,19,58,12,3,9,25,0,25,,,
04/21/2020,Southeast,5,GACH,1,81,56,9,47,9,1,8,15,0,15,,,,81,56,9,47,9,1,8,15,0,15,,,
04/21/2020,Southwest,1,CAH,1,26,12,3,9,0,0,0,2,0,2,,,,26,12,3,9,0,0,0,2,0,2,,,
04/21/2020,Southwest,1,GACH,1,62,45,14,31,8,0,8,4,0,4,,,,62,45,14,31,8,0,8,4,0,4,,,
04/22/2020,Anchorage,7,GACH,1,464,824,268,556,149,38,111,177,21,156,,,,865,824,268,556,149,38,111,177,21,156,,,
04/22/2020,Anchorage,7,LTACH,0,56,30,29,1,11,5,6,24,0,24,,,,56,30,29,1,11,5,6,24,0,24,,,
04/22/2020,Anchorage,7,Psych,0,116,86,66,20,0,0,0,0,0,0,,,,116,86,66,20,0,0,0,0,0,0,,,
04/22/2020,Gulf Coast,4,CAH,1,130,96,29,70,4,2,2,17,0,17,,,,130,109,29,81,4,2,2,17,0,17,,,
04/22/2020,Gulf Coast,4,GACH,1,49,,29,,6,3,3,10,0,10,,,,49,43,29,18,6,3,3,10,0,10,,,
04/22/2020,Interior,6,GACH,1,81,,39,,13,6,7,16,1,15,,,,81,81,39,43,13,6,7,16,1,15,,,
04/22/2020,Matanuska-Susitna,3,GACH,1,112,102,66,36,12,9,3,39,2,37,,,,112,102,66,36,12,9,3,39,2,37,,,
04/22/2020,Northern,2,CAH,1,135,95,14,81,8,0,8,29,0,29,,,,135,95,14,81,8,0,8,29,0,29,,,
04/22/2020,Southeast,5,CAH,1,81,65,21,46,12,4,8,25,0,25,,,,81,77,21,55,12,4,8,25,0,25,,,
04/22/2020,Southeast,5,GACH,1,81,56,13,43,9,1,8,15,1,14,,,,81,56,13,43,9,1,8,15,1,14,,,
04/22/2020,Southwest,1,CAH,1,26,12,4,8,0,0,0,2,0,2,,,,26,12,4,8,0,0,0,2,0,2,,,
04/22/2020,Southwest,1,GACH,1,62,45,12,33,8,0,8,4,0,4,,,,62,45,12,33,8,0,8,4,0,4,,,
04/23/2020,Anchorage,7,GACH,1,464,824,260,564,149,33,116,176,20,156,,,,865,824,260,564,149,33,116,176,20,156,,,
04/23/2020,Anchorage,7,LTACH,0,56,56,35,21,11,3,8,24,0,24,,,,56,56,35,21,11,3,8,24,0,24,,,
04/23/2020,Anchorage,7,Psych,0,116,86,66,20,0,0,0,0,0,0,,,,116,86,66,20,0,0,0,0,0,0,,,
04/23/2020,Gulf Coast,4,CAH,1,130,47,28,36,4,0,4,17,0,17,,,,130,109,28,83,4,0,4,17,0,17,,,
04/23/2020,Gulf Coast,4,GACH,1,49,43,26,17,6,3,3,9,1,8,,,,49,43,26,17,6,3,3,9,1,8,,,
04/23/2020,Interior,6,GACH,1,81,,45,,13,6,7,16,0,16,,,,81,81,45,43,13,6,7,16,0,16,,,
04/23/2020,Matanuska-Susitna,3,GACH,1,112,102,70,32,12,10,2,39,2,37,,,,112,102,70,32,12,10,2,39,2,37,,,
04/23/2020,Northern,2,CAH,1,135,95,13,82,8,0,8,29,0,29,,,,135,95,13,82,8,0,8,29,0,29,,,
04/23/2020,Southeast,5,CAH,1,81,77,20,57,12,3,9,25,0,25,,,,81,77,20,57,12,3,9,25,0,25,,,
04/23/2020,Southeast,5,GACH,1,81,56,17,39,9,1,8,15,0,15,,,,81,56,17,39,9,1,8,15,0,15,,,
04/23/2020,Southwest,1,CAH,1,26,12,4,8,0,0,0,2,0,2,,,,26,12,4,8,0,0,0,2,0,2,,,
04/23/2020,Southwest,1,GACH,1,62,45,13,32,8,0,8,4,0,4,,,,62,45,13,32,8,0,8,4,0,4,,,
04/24/2020,Anchorage,7,GACH,1,464,824,276,548,149,45,104,178,19,159,,,,865,824,276,548,149,45,104,178,19,159,,,
04/24/2020,Anchorage,7,LTACH,0,51,,30,,11,6,5,24,0,24,,,,51,56,30,21,11,6,5,24,0,24,,,
04/24/2020,Anchorage,7,Psych,0,116,86,66,20,0,0,0,0,0,0,,,,116,86,66,20,0,0,0,0,0,0,,,
04/24/2020,Gulf Coast,4,CAH,1,130,47,29,37,5,0,5,17,0,17,,,,130,109,29,84,5,0,5,17,0,17,,,
04/24/2020,Gulf Coast,4,GACH,1,49,43,26,17,6,4,2,9,1,8,,,,49,43,26,17,6,4,2,9,1,8,,,
04/24/2020,Interior,6,GACH,1,81,,45,,13,9,4,16,0,16,,,,81,81,45,43,13,9,4,16,0,16,,,
04/24/2020,Matanuska-Susitna,3,GACH,1,112,102,69,33,12,9,3,39,1,38,,,,112,102,69,33,12,9,3,39,1,38,,,
04/24/2020,Northern,2,CAH,1,84,52,10,42,0,0,0,19,0,19,,,,84,95,10,84,0,0,0,19,0,19,,,
04/24/2020,Southeast,5,CAH,1,81,77,18,59,12,3,9,25,0,25,,,,81,77,18,59,12,3,9,25,0,25,,,
04/24/2020,Southeast,5,GACH,1,98,56,20,36,9,3,6,15,0,15,,,,98,56,20,36,9,3,6,15,0,15,,,
04/24/2020,Southwest,1,CAH,1,26,12,3,9,0,0,0,2,0,2,,,,26,12,3,9,0,0,0,2,0,2,,,
04/24/2020,Southwest,1,GACH,1,62,45,14,31,8,0,8,4,0,4,,,,62,45,14,31,8,0,8,4,0,4,,,
04/25/2020,Anchorage,7,GACH,1,464,824,267,557,149,41,108,180,16,164,,,,865,824,267,557,149,41,108,180,16,164,,,
04/25/2020,Anchorage,7,LTACH,0,51,,30,,11,6,5,24,0,24,,,,51,56,30,21,11,6,5,24,0,24,,,
04/25/2020,Anchorage,7,Psych,0,116,86,66,20,0,0,0,0,0,0,,,,116,86,66,20,0,0,0,0,0,0,,,
04/25/2020,Gulf Coast,4,CAH,1,140,45,21,40,4,0,4,16,0,16,,,,140,107,21,87,4,0,4,16,0,16,,,
04/25/2020,Gulf Coast,4,GACH,1,49,43,27,16,6,6,0,9,0,9,,,,49,43,27,16,6,6,0,9,0,9,,,
04/25/2020,Interior,6,GACH,1,81,,48,,13,9,4,16,0,16,,,,81,81,48,43,13,9,4,16,0,16,,,
04/25/2020,Matanuska-Susitna,3,GACH,1,192,125,63,62,14,11,3,14,0,14,,,,192,125,63,62,14,11,3,14,0,14,,,
04/25/2020,Northern,2,CAH,1,135,95,10,85,8,0,8,29,0,29,,,,135,95,10,85,8,0,8,29,0,29,,,
04/25/2020,Southeast,5,CAH,1,25,21,6,15,4,3,1,11,0,11,,,,81,77,18,59,12,3,9,25,0,25,,,
04/25/2020,Southeast,5,GACH,1,57,39,19,20,9,1,8,15,0,15,,,,57,39,19,20,9,1,8,15,0,15,,,
04/25/2020,Southwest,1,CAH,1,26,12,4,8,0,0,0,2,0,2,,,,26,12,4,8,0,0,0,2,0,2,,,
04/25/2020,Southwest,1,GACH,1,62,45,15,30,8,0,8,4,0,4,,,,62,45,15,30,8,0,8,4,0,4,,,
04/26/2020,Anchorage,7,GACH,1,865,824,321,503,149,43,106,181,16,165,,,,865,824,321,503,149,43,106,181,16,165,,,
04/26/2020,Anchorage,7,LTACH,0,56,56,30,26,11,6,5,24,0,24,,,,56,56,30,26,11,6,5,24,0,24,,,
04/26/2020,Anchorage,7,Psych,0,116,86,64,22,0,0,0,0,0,0,,,,116,86,64,22,0,0,0,0,0,0,,,
04/26/2020,Gulf Coast,4,CAH,1,140,45,21,40,4,0,4,16,0,16,,,,140,107,21,87,4,0,4,16,0,16,,,
04/26/2020,Gulf Coast,4,GACH,1,49,43,24,19,6,4,2,9,0,9,,,,49,43,24,19,6,4,2,9,0,9,,,
04/26/2020,Interior,6,GACH,1,81,,48,,13,5,8,16,0,16,,,,81,81,48,43,13,5,8,16,0,16,,,
04/26/2020,Matanuska-Susitna,3,GACH,1,192,125,66,59,14,10,4,14,0,14,,,,192,125,66,59,14,10,4,14,0,14,,,
04/26/2020,Northern,2,CAH,1,135,95,9,86,8,0,8,29,0,29,,,,135,95,9,86,8,0,8,29,0,29,,,
04/26/2020,Southeast,5,CAH,1,25,21,5,16,4,2,2,11,0,11,,,,81,77,17,60,12,2,10,25,0,25,,,
04/26/2020,Southeast,5,GACH,1,57,39,15,24,9,1,8,15,0,15,,,,57,39,15,24,9,1,8,15,0,15,,,
04/26/2020,Southwest,1,CAH,1,26,12,4,8,0,0,0,2,0,2,,,,26,12,4,8,0,0,0,2,0,2,,,
04/26/2020,Southwest,1,GACH,1,62,45,17,28,8,0,8,4,0,4,,,,62,45,17,28,8,0,8,4,0,4,,,
04/27/2020,Anchorage,7,GACH,1,865,824,378,446,149,47,102,179,19,160,,,,865,824,378,446,149,47,102,179,19,160,,,
04/27/2020,Anchorage,7,LTACH,0,51,,31,,11,6,5,24,0,24,,,,51,56,31,26,11,6,5,24,0,24,,,
04/27/2020,Anchorage,7,Psych,0,116,86,62,24,0,0,0,0,0,0,,,,116,86,62,24,0,0,0,0,0,0,,,
04/27/2020,Gulf Coast,4,CAH,1,130,47,24,38,4,0,4,17,0,17,,,,130,109,24,85,4,0,4,17,0,17,,,
04/27/2020,Gulf Coast,4,GACH,1,49,43,27,16,6,3,3,9,0,9,,,,49,43,27,16,6,3,3,9,0,9,,,
04/27/2020,Interior,6,GACH,1,81,,42,,13,8,5,16,2,14,,,,81,81,42,43,13,8,5,16,2,14,,,
04/27/2020,Matanuska-Susitna,3,GACH,1,112,102,68,34,12,10,2,39,1,38,,,,112,102,68,34,12,10,2,39,1,38,,,
04/27/2020,Northern,2,CAH,1,135,61,12,55,8,0,8,30,0,30,,,,135,95,12,85,8,0,8,30,0,30,,,
04/27/2020,Southeast,5,CAH,1,81,77,24,53,12,3,9,25,0,25,,,,81,77,24,53,12,3,9,25,0,25,,,
04/27/2020,Southeast,5,GACH,1,133,56,13,43,9,1,8,15,0,15,,,,133,56,13,43,9,1,8,15,0,15,,,
04/27/2020,Southwest,1,CAH,1,26,12,6,6,0,0,0,2,0,2,,,,26,12,6,6,0,0,0,2,0,2,,,
04/27/2020,Southwest,1,GACH,1,62,45,17,28,8,0,8,4,0,4,,,,62,45,17,28,8,0,8,4,0,4,,,
04/28/2020,Anchorage,7,GACH,1,865,824,406,418,149,51,98,179,19,160,,,,865,824,406,418,149,51,98,179,19,160,,,
04/28/2020,Anchorage,7,LTACH,0,51,,30,,11,6,5,24,0,24,,,,51,56,30,26,11,6,5,24,0,24,,,
04/28/2020,Anchorage,7,Psych,0,116,86,58,28,0,0,0,0,0,0,,,,116,86,58,28,0,0,0,0,0,0,,,
04/28/2020,Gulf Coast,4,CAH,1,130,47,25,38,5,0,5,19,0,19,,,,130,109,25,85,5,0,5,19,0,19,,,
04/28/2020,Gulf Coast,4,GACH,1,49,43,26,17,6,3,3,9,0,9,,,,49,43,26,17,6,3,3,9,0,9,,,
04/28/2020,Interior,6,GACH,1,81,,40,,13,6,7,16,1,15,,,,81,81,40,43,13,6,7,16,1,15,,,
04/28/2020,Matanuska-Susitna,3,GACH,1,112,102,64,38,12,9,3,39,1,38,,,,112,102,64,38,12,9,3,39,1,38,,,
04/28/2020,Northern,2,CAH,1,135,61,13,53,8,0,8,30,0,30,,,,135,95,13,83,8,0,8,30,0,30,,,
04/28/2020,Southeast,5,CAH,1,81,77,20,57,12,4,8,25,0,25,,,,81,77,20,57,12,4,8,25,0,25,,,
04/28/2020,Southeast,5,GACH,1,133,56,13,43,9,3,6,15,0,15,,,,133,56,13,43,9,3,6,15,0,15,,,
04/28/2020,Southwest,1,CAH,1,26,12,7,5,0,0,0,2,0,2,,,,26,12,7,5,0,0,0,2,0,2,,,
04/28/2020,Southwest,1,GACH,1,62,45,18,27,8,0,8,4,0,4,,,,62,45,18,27,8,0,8,4,0,4,,,
04/29/2020,Anchorage,7,GACH,1,865,824,390,434,149,50,99,181,17,164,,,,865,824,390,434,149,50,99,181,17,164,,,
04/29/2020,Anchorage,7,LTACH,0,51,,29,,11,4,7,24,0,24,,,,51,56,29,26,11,4,7,24,0,24,,,
04/29/2020,Anchorage,7,Psych,0,116,86,54,32,0,0,0,0,0,0,,,,116,86,54,32,0,0,0,0,0,0,,,
04/29/2020,Gulf Coast,4,CAH,1,130,47,24,39,5,0,5,19,0,19,,,,130,109,24,86,5,0,5,19,0,19,,,
04/29/2020,Gulf Coast,4,GACH,1,49,43,28,15,6,4,2,9,0,9,,,,49,43,28,15,6,4,2,9,0,9,,,
04/29/2020,Interior,6,GACH,1,81,,44,,13,9,4,16,1,15,,,,81,81,44,43,13,9,4,16,1,15,,,
04/29/2020,Matanuska-Susitna,3,GACH,1,112,102,53,49,12,6,6,39,1,38,,,,112,102,53,49,12,6,6,39,1,38,,,
04/29/2020,Northern,2,CAH,1,135,95,9,86,8,0,8,30,0,30,,,,135,95,9,86,8,0,8,30,0,30,,,
04/29/2020,Southeast,5,CAH,1,81,77,22,55,12,4,8,25,0,25,,,,81,77,22,55,12,4,8,25,0,25,,,
04/29/2020,Southeast,5,GACH,1,98,56,14,42,9,3,6,15,0,15,,,,98,56,14,42,9,3,6,15,0,15,,,
04/29/2020,Southwest,1,CAH,1,26,12,4,8,0,0,0,2,0,2,,,,26,12,4,8,0,0,0,2,0,2,,,
04/29/2020,Southwest,1,GACH,1,62,45,18,27,8,0,8,4,0,4,,,,62,45,18,27,8,0,8,4,0,4,,,
04/30/2020,Anchorage,7,GACH,1,865,824,265,559,149,38,111,179,17,162,,,,865,824,265,559,149,38,111,179,17,162,,,
04/30/2020,Anchorage,7,LTACH,0,51,,31,,11,5,6,24,0,24,,,,51,56,31,26,11,5,6,24,0,24,,,
04/30/2020,Anchorage,7,Psych,0,116,86,55,31,0,0,0,0,0,0,,,,116,86,55,31,0,0,0,0,0,0,,,
04/30/2020,Gulf Coast,4,CAH,1,130,47,22,15,5,0,3,19,0,19,,,,130,109,23,86,5,0,5,19,0,19,,,
04/30/2020,Gulf Coast,4,GACH,1,49,43,33,10,6,4,2,9,0,9,,,,49,43,33,10,6,4,2,9,0,9,,,
04/30/2020,Interior,6,GACH,1,81,,42,,13,5,8,16,0,16,,,,81,81,42,43,13,5,8,16,0,16,,,
04/30/2020,Matanuska-Susitna,3,GACH,1,112,102,54,48,12,7,5,39,1,38,,,,112,102,54,48,12,7,5,39,1,38,,,
04/30/2020,Northern,2,CAH,1,135,95,9,86,8,0,8,30,0,30,,,,135,95,9,86,8,0,8,30,0,30,,,
04/30/2020,Southeast,5,CAH,1,81,77,28,49,12,2,10,25,0,25,,,,81,77,28,49,12,2,10,25,0,25,,,
04/30/2020,Southeast,5,GACH,1,98,56,16,40,9,3,6,15,0,15,,,,98,56,16,40,9,3,6,15,0,15,,,
04/30/2020,Southwest,1,CAH,1,26,12,3,9,0,0,0,2,0,2,,,,26,12,3,9,0,0,0,2,0,2,,,
04/30/2020,Southwest,1,GACH,1,62,45,15,30,8,0,8,4,0,4,,,,62,45,15,30,8,0,8,4,0,4,,,
05/01/2020,Anchorage,7,GACH,1,865,824,404,420,149,55,94,178,18,160,,,,865,824,404,420,149,55,94,178,18,160,,,
05/01/2020,Anchorage,7,LTACH,0,51,,31,,11,5,6,24,0,24,,,,51,56,31,26,11,5,6,24,0,24,,,
05/01/2020,Anchorage,7,Psych,0,116,86,53,33,0,0,0,0,0,0,,,,116,86,53,33,0,0,0,0,0,0,,,
05/01/2020,Gulf Coast,4,CAH,1,130,60,23,46,5,0,5,19,0,19,,,,130,109,23,82,5,0,5,19,0,19,,,
05/01/2020,Gulf Coast,4,GACH,1,49,43,31,12,6,5,1,9,0,9,,,,49,43,31,12,6,5,1,9,0,9,,,
05/01/2020,Interior,6,GACH,1,81,,36,,13,6,7,16,0,16,,,,81,81,36,43,13,6,7,16,0,16,,,
05/01/2020,Matanuska-Susitna,3,GACH,1,112,102,49,53,12,5,7,39,1,38,,,,112,102,49,53,12,5,7,39,1,38,,,
05/01/2020,Northern,2,CAH,1,135,95,12,83,8,0,8,30,0,30,,,,135,95,12,83,8,0,8,30,0,30,,,
05/01/2020,Southeast,5,CAH,1,81,77,25,52,12,0,12,25,0,25,,,,81,77,25,52,12,0,12,25,0,25,,,
05/01/2020,Southeast,5,GACH,1,98,56,16,40,9,2,7,15,0,15,,,,98,56,16,40,9,2,7,15,0,15,,,
05/01/2020,Southwest,1,CAH,1,26,12,4,8,0,0,0,2,0,2,,,,26,12,4,8,0,0,0,2,0,2,,,
05/01/2020,Southwest,1,GACH,1,62,45,10,35,8,0,8,4,0,4,,,,62,45,10,35,8,0,8,4,0,4,,,
05/02/2020,Anchorage,7,GACH,1,865,824,384,440,149,47,102,178,19,159,,,,865,824,384,440,149,47,102,178,19,159,,,
05/02/2020,Anchorage,7,LTACH,0,56,56,31,25,11,5,6,24,0,24,,,,56,56,31,25,11,5,6,24,0,24,,,
05/02/2020,Anchorage,7,Psych,0,116,86,50,36,0,0,0,0,0,0,,,,116,86,50,36,0,0,0,0,0,0,,,
05/02/2020,Gulf Coast,4,CAH,1,140,58,15,51,4,0,4,18,0,18,,,,140,107,15,87,4,0,4,18,0,18,,,
05/02/2020,Gulf Coast,4,GACH,1,49,43,28,15,6,4,2,9,0,9,,,,49,43,28,15,6,4,2,9,0,9,,,
05/02/2020,Interior,6,GACH,1,81,,39,,13,5,8,16,0,16,,,,81,81,39,43,13,5,8,16,0,16,,,
05/02/2020,Matanuska-Susitna,3,GACH,1,112,102,52,50,12,6,6,39,1,38,,,,112,102,52,50,12,6,6,39,1,38,,,
05/02/2020,Northern,2,CAH,1,135,95,16,79,8,0,8,30,0,30,,,,135,95,16,79,8,0,8,30,0,30,,,
05/02/2020,Southeast,5,CAH,1,81,77,25,52,12,2,10,25,0,25,,,,81,77,25,52,12,2,10,25,0,25,,,
05/02/2020,Southeast,5,GACH,1,133,133,16,117,9,3,6,15,0,15,,,,133,133,16,117,9,3,6,15,0,15,,,
05/02/2020,Southwest,1,CAH,1,26,12,7,5,0,0,0,2,0,2,,,,26,12,7,5,0,0,0,2,0,2,,,
05/02/2020,Southwest,1,GACH,1,62,45,8,37,8,0,8,4,0,4,,,,62,45,8,37,8,0,8,4,0,4,,,
05/03/2020,Anchorage,7,GACH,1,865,824,280,544,149,30,119,179,17,162,,,,865,824,280,544,149,30,119,179,17,162,,,
05/03/2020,Anchorage,7,LTACH,0,56,56,32,24,11,6,5,24,0,24,,,,56,56,32,24,11,6,5,24,0,24,,,
05/03/2020,Anchorage,7,Psych,0,116,86,50,36,0,0,0,0,0,0,,,,116,86,50,36,0,0,0,0,0,0,,,
05/03/2020,Gulf Coast,4,CAH,1,140,58,17,51,4,0,4,18,0,18,,,,140,107,17,87,4,0,4,18,0,18,,,
05/03/2020,Gulf Coast,4,GACH,1,49,43,29,14,6,4,2,9,0,9,,,,49,43,29,14,6,4,2,9,0,9,,,
05/03/2020,Interior,6,GACH,1,81,,39,,13,4,9,16,1,15,,,,81,81,39,43,13,4,9,16,1,15,,,
05/03/2020,Matanuska-Susitna,3,GACH,1,112,102,46,56,12,7,5,39,1,38,,,,112,102,46,56,12,7,5,39,1,38,,,
05/03/2020,Northern,2,CAH,1,135,95,15,80,8,0,8,30,0,30,,,,135,95,15,80,8,0,8,30,0,30,,,
05/03/2020,Southeast,5,CAH,1,81,77,24,53,12,2,10,25,0,25,,,,81,77,24,53,12,2,10,25,0,25,,,
05/03/2020,Southeast,5,GACH,1,133,133,20,113,9,1,8,15,0,15,,,,133,133,20,113,9,1,8,15,0,15,,,
05/03/2020,Southwest,1,CAH,1,26,12,5,7,0,0,0,2,0,2,,,,26,12,5,7,0,0,0,2,0,2,,,
05/03/2020,Southwest,1,GACH,1,,,,,,,,,,,,,,62,45,8,37,8,0,8,4,0,4,,,
05/04/2020,Anchorage,7,GACH,1,865,824,293,531,149,37,112,179,18,161,,,,865,824,293,531,149,37,112,179,18,161,,,
05/04/2020,Anchorage,7,LTACH,0,51,,32,,11,6,5,24,0,24,,,,51,56,32,24,11,6,5,24,0,24,,,
05/04/2020,Anchorage,7,Psych,0,116,86,49,37,0,0,0,0,0,0,,,,116,86,49,37,0,0,0,0,0,0,,,
05/04/2020,Gulf Coast,4,CAH,1,130,60,21,49,4,1,3,19,0,19,,,,130,109,21,85,4,1,3,19,0,19,,,
05/04/2020,Gulf Coast,4,GACH,1,49,43,32,11,6,4,2,9,0,9,,,,49,43,32,11,6,4,2,9,0,9,,,
05/04/2020,Interior,6,GACH,1,81,,33,,13,3,10,16,0,16,,,,81,81,33,43,13,3,10,16,0,16,,,
05/04/2020,Matanuska-Susitna,3,GACH,1,112,102,54,48,12,9,3,39,2,37,,,,112,102,54,48,12,9,3,39,2,37,,,
05/04/2020,Northern,2,CAH,1,135,95,17,78,8,0,8,30,0,30,,,,135,95,17,78,8,0,8,30,0,30,,,
05/04/2020,Southeast,5,CAH,1,81,77,23,54,12,0,12,25,0,25,,,,81,77,23,54,12,0,12,25,0,25,,,
